Users_ID,Service_Model,Task_Name,Service_ID,ResponseTime,Throughput
2,RiskyVehicleSpeed,IVS_V,296,0.277,10.83
3,BadWeather,WWS,164,0.509,3.929
3,BadWeather,ISA_E,1013,0.365,10.958
3,BadWeather,RSS_E,856,0.222,13.513
3,BadWeather,NAAS_E,790,0.03,133.333
3,BadWeather,ERP_E,432,0.115,26.086
3,BadWeather,IVS_V,172,0.61,57.377
3,RiskyVehicleSpeed,ISA_I,782,0.118,33.898
3,RiskyVehicleSpeed,NAAS_E,643,0.408,22.058000000000003
3,RiskyVehicleSpeed,ERP_E,478,0.42,7.142
3,RiskyVehicleSpeed,IVS_V,121,0.5,6.0
3,RiskyVehicleState,ISA_I,468,0.314,6.369
3,RiskyVehicleState,NAAS_I,147,0.298,6.711
3,RiskyVehicleState,GSS_V,55,0.34,8.823
3,RiskyVehicleState,RSS_V,441,0.118,16.949
3,RiskyVehicleState,IVS_I,612,0.887,124.013
3,RiskyVehicleState,RSS_I,451,0.27,11.111
3,RiskyVehicleState,IVS_I,612,0.887,124.013
3,,GSSS,549,0.455,6.593
3,RiskyDriverExperience,ISA_I,1246,0.103,19.417
3,RiskyDriverExperience,NAAS_I,950,0.114,26.315
3,RiskyDriverExperience,IVS_I,567,0.313,12.779000000000002
3,RiskyDriverExperience,RSS_V,836,0.338,2.958
3,RiskyDriverExperience,IVS_V,1264,0.609,14.778
3,RiskyDriverHealth,ISA_I,523,0.629,3.179
3,RiskyDriverHealth,NAAS_I,386,0.281,14.234000000000002
3,RiskyDriverHealth,ERS,1295,0.221,18.099
3,RiskyDriverHealth,RSS_V,323,0.155,32.258
3,RiskyDriverHealth,IVS_V,59,0.14800000000000002,20.27
3,RiskyDriverHealth,IVS_I,612,0.887,124.013
3,RiskyDriverHealth,AEVW,257,0.607,4.942
3,RiskyDriverHealth,ERP_I,974,0.138,21.739
4,BadWeather,WWS,857,0.068,29.411
4,BadWeather,ISA_E,1114,0.097,30.927
4,BadWeather,RSS_E,994,0.031,129.032
4,BadWeather,NAAS_E,1321,0.035,85.714
4,BadWeather,ERP_E,192,0.5760000000000001,5.207999999999998
4,BadWeather,IVS_V,1223,0.19,15.789
4,RiskyRoad,RWW,1276,0.16,43.75
4,RiskyRoad,ISA_I,1177,0.629,6.359
4,RiskyRoad,RSS_I,864,0.1,20.0
4,RiskyRoad,NAAS_I,546,1.768,5.09
4,RiskyRoad,IVS_I,216,0.247,32.388000000000005
4,RiskyRoad,ERP_I,1014,0.114,26.315
4,RiskyVehicleSpeed,ISA_I,279,0.28800000000000003,10.416
4,RiskyVehicleSpeed,NAAS_E,944,0.235,17.021
4,RiskyVehicleSpeed,ERP_E,517,0.325,27.692
4,RiskyVehicleSpeed,IVS_V,874,0.113,35.398
5,TrafficCongestion,TJAW_I,922,0.019,105.263
5,TrafficCongestion,ISA_E,569,0.411,4.8660000000000005
5,TrafficCongestion,RSS_E,805,0.02,50.0
5,TrafficCongestion,IVS_I,1286,0.764,3.926
5,TrafficCongestion,ERP_I,745,0.23,34.782
5,RiskyVehicleSpeed,ISA_I,146,1.001,3.996
5,RiskyVehicleSpeed,NAAS_E,435,1.015,10.837
5,RiskyVehicleSpeed,ERP_E,255,0.192,20.833
5,RiskyVehicleSpeed,IVS_V,575,0.211,14.218
5,RiskyDriverHealth,ISA_I,109,0.121,24.793000000000006
5,RiskyDriverHealth,NAAS_I,1081,0.042,119.047
5,RiskyDriverHealth,ERS,67,0.091,21.978
5,RiskyDriverHealth,RSS_V,329,0.214,23.364
5,RiskyDriverHealth,IVS_V,172,0.858,40.792
5,RiskyDriverHealth,IVS_I,792,0.087,34.482
5,RiskyDriverHealth,AEVW,349,0.213,18.779
5,RiskyDriverHealth,ERP_I,691,0.105,28.571
6,TrafficCongestion,TJAW_I,1139,0.193,15.544
6,TrafficCongestion,ISA_E,171,0.621,3.22
6,TrafficCongestion,RSS_E,916,0.019,157.894
6,TrafficCongestion,IVS_I,460,0.605,3.305
6,TrafficCongestion,ERP_I,368,0.212,23.584
6,RiskyRoad,RWW,625,0.48,6.25
6,RiskyRoad,ISA_I,491,0.464,6.465
6,RiskyRoad,RSS_I,1308,0.049,61.224
6,RiskyRoad,NAAS_I,1200,0.338,11.834
6,RiskyRoad,IVS_I,462,0.039,76.923
6,RiskyRoad,ERP_I,1277,0.189,37.037
6,RiskyDriverExperience,ISA_I,49,1.617,1.855
6,RiskyDriverExperience,NAAS_I,170,1.009,2.9730000000000003
6,RiskyDriverExperience,IVS_I,1281,0.18600000000000005,37.634
6,RiskyDriverExperience,RSS_V,1337,0.35,8.571
6,RiskyDriverExperience,IVS_V,500,0.56,5.357
7,TrafficCongestion,TJAW_I,1311,0.049,40.816
7,TrafficCongestion,ISA_E,1194,0.932,3.218
7,TrafficCongestion,RSS_E,1157,0.19,10.526
7,TrafficCongestion,IVS_I,525,0.426,4.694
7,TrafficCongestion,ERP_I,3,0.5489999999999999,5.464
7,RiskyRoad,RWW,148,0.445,6.7410000000000005
7,RiskyRoad,ISA_I,181,1.966,346.3880000000001
7,RiskyRoad,RSS_I,1005,0.344,20.348
7,RiskyRoad,NAAS_I,108,0.24,25.0
7,RiskyRoad,IVS_I,415,0.503,5.964
7,RiskyRoad,ERP_I,691,0.1,30.0
7,RiskyVehicleSpeed,ISA_I,647,0.019,157.894
7,RiskyVehicleSpeed,NAAS_E,735,0.23,34.782
7,RiskyVehicleSpeed,ERP_E,1334,0.669,298.953
7,RiskyVehicleSpeed,IVS_V,565,0.7929999999999999,3.783
7,RiskyDriverExperience,ISA_I,144,0.182,10.989
7,RiskyDriverExperience,NAAS_I,161,0.61,3.278
7,RiskyDriverExperience,IVS_I,1303,0.31,16.129
7,RiskyDriverExperience,RSS_V,1048,0.149,93.959
7,RiskyDriverExperience,IVS_V,1209,0.191,10.470999999999998
7,RiskyDriverHealth,ISA_I,647,0.019,157.894
7,RiskyDriverHealth,NAAS_I,990,0.019,157.894
7,RiskyDriverHealth,ERS,67,0.091,21.978
7,RiskyDriverHealth,RSS_V,1048,0.149,93.959
7,RiskyDriverHealth,IVS_V,1264,0.231,38.961
7,RiskyDriverHealth,IVS_I,966,0.019,210.526
7,RiskyDriverHealth,AEVW,1169,0.234,47.008
7,RiskyDriverHealth,ERP_I,1229,0.055,36.363
8,TrafficCongestion,TJAW_I,694,0.081,37.037
8,TrafficCongestion,ISA_E,658,0.21,9.523
8,TrafficCongestion,RSS_E,609,0.442,4.524
8,TrafficCongestion,IVS_I,806,0.275,14.545
8,TrafficCongestion,ERP_I,568,0.228,13.157
9,TrafficCongestion,TJAW_I,590,0.231,17.316
9,TrafficCongestion,ISA_E,739,0.09,88.88799999999998
9,TrafficCongestion,RSS_E,609,1.084,1.845
9,TrafficCongestion,IVS_I,858,0.113,26.548
9,TrafficCongestion,ERP_I,526,0.7909999999999999,5.056
9,RiskyRoad,RWW,812,0.112,35.714
9,RiskyRoad,ISA_I,637,0.856,5.841
9,RiskyRoad,RSS_I,107,0.197,10.152
9,RiskyRoad,NAAS_I,1081,0.338,14.792
9,RiskyRoad,IVS_I,1253,0.118,33.898
9,RiskyRoad,ERP_I,855,0.084,35.714
9,RiskyVehicleState,ISA_I,109,0.27,11.111
9,RiskyVehicleState,NAAS_I,950,0.081,37.037
9,RiskyVehicleState,GSS_V,1027,0.246,12.195
9,RiskyVehicleState,RSS_V,116,0.307,6.5139999999999985
9,RiskyVehicleState,IVS_I,946,0.08,37.5
9,RiskyVehicleState,RSS_I,334,0.12,41.666
9,RiskyVehicleState,IVS_I,946,0.08,37.5
9,,GSSS,971,0.078,38.461
10,TrafficCongestion,TJAW_I,103,5.348,0.373
10,TrafficCongestion,ISA_E,868,5.4929999999999986,34.043
10,TrafficCongestion,RSS_E,1090,5.18,0.579
10,TrafficCongestion,IVS_I,525,5.455,0.366
10,TrafficCongestion,ERP_I,521,5.311,2.071
10,RiskyDriverExperience,ISA_I,97,5.127000000000002,0.585
10,RiskyDriverExperience,NAAS_I,600,5.573,0.358
10,RiskyDriverExperience,IVS_I,761,0.219,9.132
10,RiskyDriverExperience,RSS_V,1076,5.209,0.383
10,RiskyDriverExperience,IVS_V,345,0.211,37.914
11,BadWeather,WWS,364,0.207,24.154
11,BadWeather,ISA_E,614,0.452,6.6370000000000005
11,BadWeather,RSS_E,88,0.08199999999999999,36.585
11,BadWeather,NAAS_E,435,1.101,9.99
11,BadWeather,ERP_E,1065,0.3720000000000001,8.064
11,BadWeather,IVS_V,503,0.635,4.724
11,,GSS_I,142,0.37,8.107999999999999
11,RiskyVehicleSpeed,ISA_I,1275,0.197,35.532
11,RiskyVehicleSpeed,NAAS_E,443,0.444,4.504
11,RiskyVehicleSpeed,ERP_E,507,0.422,7.109
11,RiskyVehicleSpeed,IVS_V,573,0.815,3.68
11,RiskyDriverExperience,ISA_I,647,0.015,200.0
11,RiskyDriverExperience,NAAS_I,1330,0.987,2.026
11,RiskyDriverExperience,IVS_I,1234,0.333,6.006
11,RiskyDriverExperience,RSS_V,169,1.115,6.278
11,RiskyDriverExperience,IVS_V,134,0.276,25.362
12,BadWeather,WWS,1106,0.168,11.904000000000002
12,BadWeather,ISA_E,1073,0.225,13.333
12,BadWeather,RSS_E,199,0.71,5.632999999999999
12,BadWeather,NAAS_E,1339,0.31,16.129
12,BadWeather,ERP_E,551,0.4270000000000001,7.025
12,BadWeather,IVS_V,698,0.138,21.739
12,,GSS_I,1270,0.099,30.303
12,RiskyDriverHealth,ISA_I,445,0.335,14.925
12,RiskyDriverHealth,NAAS_I,688,0.104,28.846
12,RiskyDriverHealth,ERS,661,0.087,22.988000000000003
12,RiskyDriverHealth,RSS_V,329,0.206,24.271
12,RiskyDriverHealth,IVS_V,91,0.07200000000000001,41.666
12,RiskyDriverHealth,IVS_I,1069,0.64,9.375
12,RiskyDriverHealth,AEVW,1225,0.036000000000000004,83.333
12,RiskyDriverHealth,ERP_I,485,0.455,6.593
13,TrafficCongestion,TJAW_I,480,0.6859999999999999,4.373
13,TrafficCongestion,ISA_E,658,0.205,9.756
13,TrafficCongestion,RSS_E,872,0.171,192.982
13,TrafficCongestion,IVS_I,465,0.081,24.691
13,TrafficCongestion,ERP_I,224,0.229,13.1
13,RiskyVehicleSpeed,ISA_I,109,0.19,15.789
13,RiskyVehicleSpeed,NAAS_E,101,0.085,23.529
13,RiskyVehicleSpeed,ERP_E,165,2.608,0.7659999999999999
13,RiskyVehicleSpeed,IVS_V,778,0.125,32.0
13,RiskyDriverExperience,ISA_I,1263,0.305,6.557
13,RiskyDriverExperience,NAAS_I,1250,0.077,38.961
13,RiskyDriverExperience,IVS_I,792,0.026,115.384
13,RiskyDriverExperience,RSS_V,479,0.653,4.5939999999999985
13,RiskyDriverExperience,IVS_V,1209,0.047,42.553
15,BadWeather,WWS,77,0.174,22.988000000000003
15,BadWeather,ISA_E,230,0.397,27.707
15,BadWeather,RSS_E,732,0.049,61.224
15,BadWeather,NAAS_E,111,0.446,26.905
15,BadWeather,ERP_E,1333,0.173,17.340999999999998
15,BadWeather,IVS_V,778,0.095,42.105
15,RiskyVehicleState,ISA_I,891,0.062,48.387
15,RiskyVehicleState,NAAS_I,1272,0.322,9.316
15,RiskyVehicleState,GSS_V,394,0.551,5.444
15,RiskyVehicleState,RSS_V,836,0.254,3.937
15,RiskyVehicleState,IVS_I,186,0.885,11.299
15,RiskyVehicleState,RSS_I,945,0.061,65.57300000000001
15,RiskyVehicleState,IVS_I,186,0.885,11.299
15,,GSSS,286,0.277,18.05
15,RiskyDriverExperience,ISA_I,1187,0.546,3.663
15,RiskyDriverExperience,NAAS_I,381,0.684,7.309
15,RiskyDriverExperience,IVS_I,132,2.399,2.084
15,RiskyDriverExperience,RSS_V,1337,0.259,11.583
15,RiskyDriverExperience,IVS_V,473,0.223,125.56
15,RiskyDriverHealth,ISA_I,144,0.234,8.547
15,RiskyDriverHealth,NAAS_I,1272,0.322,9.316
15,RiskyDriverHealth,ERS,173,0.414,4.83
15,RiskyDriverHealth,RSS_V,106,0.256,11.718
15,RiskyDriverHealth,IVS_V,1031,0.15,33.333
15,RiskyDriverHealth,IVS_I,793,0.213,18.779
15,RiskyDriverHealth,AEVW,830,0.103,29.126
15,RiskyDriverHealth,ERP_I,691,0.042,71.428
16,TrafficCongestion,TJAW_I,245,0.201,44.776
16,TrafficCongestion,ISA_E,246,0.201,44.776
16,TrafficCongestion,RSS_E,8,0.242,12.396
16,TrafficCongestion,IVS_I,612,0.757,145.31
16,TrafficCongestion,ERP_I,1221,0.391,10.23
16,RiskyRoad,RWW,11,0.3,10.0
16,RiskyRoad,ISA_I,1177,0.35100000000000003,11.396
16,RiskyRoad,RSS_I,560,4.544,0.66
16,RiskyRoad,NAAS_I,546,1.676,5.369
16,RiskyRoad,IVS_I,311,0.6609999999999999,7.564
16,RiskyRoad,ERP_I,942,0.063,63.492
17,BadWeather,WWS,164,0.7,2.857
17,BadWeather,ISA_E,1173,0.07,42.857
17,BadWeather,RSS_E,203,0.8029999999999999,4.981
17,BadWeather,NAAS_E,1068,0.068,44.117
17,BadWeather,ERP_E,738,0.211,37.914
17,BadWeather,IVS_V,565,0.653,4.5939999999999985
17,,GSS_I,927,0.024,166.666
17,RiskyRoad,RWW,1140,0.145,13.793
17,RiskyRoad,ISA_I,1283,0.194,25.773000000000003
17,RiskyRoad,RSS_I,48,0.586,17.064
17,RiskyRoad,NAAS_I,1330,0.14300000000000002,13.986
17,RiskyRoad,IVS_I,27,0.889,4.499
17,RiskyRoad,ERP_I,3,0.738,4.065
17,RiskyVehicleSpeed,ISA_I,1187,0.382,5.235
17,RiskyVehicleSpeed,NAAS_E,992,0.021,142.857
17,RiskyVehicleSpeed,ERP_E,1147,0.085,23.529
17,RiskyVehicleSpeed,IVS_V,1196,0.337,11.869000000000002
17,RiskyDriverHealth,ISA_I,81,0.153,19.607
17,RiskyDriverHealth,NAAS_I,1148,0.35700000000000004,8.402999999999999
17,RiskyDriverHealth,ERS,1193,0.397,5.037
17,RiskyDriverHealth,RSS_V,1309,0.045,88.88799999999998
17,RiskyDriverHealth,IVS_V,986,0.15,20.0
17,RiskyDriverHealth,IVS_I,858,0.035,85.714
17,RiskyDriverHealth,AEVW,838,0.09,88.88799999999998
17,RiskyDriverHealth,ERP_I,885,0.022,181.818
18,TrafficCongestion,TJAW_I,539,0.82,2.439
18,TrafficCongestion,ISA_E,269,0.882,4.535
18,TrafficCongestion,RSS_E,650,0.057,70.175
18,TrafficCongestion,IVS_I,612,1.477,74.475
18,TrafficCongestion,ERP_I,502,0.298,10.067
18,RiskyRoad,RWW,1107,0.28800000000000003,20.833
18,RiskyRoad,ISA_I,882,0.126,15.873
18,RiskyRoad,RSS_I,825,0.19,15.789
18,RiskyRoad,NAAS_I,546,1.783,5.047
18,RiskyRoad,IVS_I,966,0.021,190.476
18,RiskyRoad,ERP_I,160,0.552,3.623
18,RiskyVehicleSpeed,ISA_I,1177,0.6729999999999999,5.943
18,RiskyVehicleSpeed,NAAS_E,629,0.305,13.114
18,RiskyVehicleSpeed,ERP_E,551,0.5760000000000001,5.207999999999998
18,RiskyVehicleSpeed,IVS_V,716,0.251,11.952
18,RiskyVehicleState,ISA_I,1177,0.6729999999999999,5.943
18,RiskyVehicleState,NAAS_I,379,0.376,10.638
18,RiskyVehicleState,GSS_V,652,0.047,42.553
18,RiskyVehicleState,RSS_V,976,0.033,121.212
18,RiskyVehicleState,IVS_I,896,0.053,75.471
18,RiskyVehicleState,RSS_I,107,0.319,6.269
18,RiskyVehicleState,IVS_I,896,0.053,75.471
18,,TSS_V,99,0.185,16.215999999999998
18,,GSSS,452,0.595,3.361
18,RiskyDriverHealth,ISA_I,62,0.192,15.625
18,RiskyDriverHealth,NAAS_I,108,0.236,25.423
18,RiskyDriverHealth,ERS,483,0.295,6.779
18,RiskyDriverHealth,RSS_V,976,0.033,121.212
18,RiskyDriverHealth,IVS_V,503,0.598,5.016
18,RiskyDriverHealth,IVS_I,86,0.13699999999999998,21.897
18,RiskyDriverHealth,AEVW,359,0.193,25.906
18,RiskyDriverHealth,ERP_I,691,0.1,30.0
19,TrafficCongestion,TJAW_I,639,0.055,72.727
19,TrafficCongestion,ISA_E,24,0.6609999999999999,6.051
19,TrafficCongestion,RSS_E,463,0.024,125.0
19,TrafficCongestion,IVS_I,567,0.918,4.357
19,TrafficCongestion,ERP_I,413,0.443,4.5139999999999985
19,RiskyRoad,RWW,283,0.614,3.257
19,RiskyRoad,ISA_I,181,1.495,455.518
19,RiskyRoad,RSS_I,107,0.331,6.042000000000002
19,RiskyRoad,NAAS_I,1200,0.415,9.638
19,RiskyRoad,IVS_I,216,1.021,7.835
19,RiskyRoad,ERP_I,881,2.303,1.736
19,RiskyDriverExperience,ISA_I,62,0.231,12.987
19,RiskyDriverExperience,NAAS_I,379,0.392,10.204
19,RiskyDriverExperience,IVS_I,612,1.707,64.44
19,RiskyDriverExperience,RSS_V,1082,0.368,8.152000000000001
19,RiskyDriverExperience,IVS_V,531,0.294,6.8020000000000005
19,RiskyDriverHealth,ISA_I,109,0.229,13.1
19,RiskyDriverHealth,NAAS_I,1208,0.362,8.287
19,RiskyDriverHealth,ERS,705,0.128,23.437
19,RiskyDriverHealth,RSS_V,309,1.7280000000000002,87.384
19,RiskyDriverHealth,IVS_V,1160,0.4270000000000001,4.683
19,RiskyDriverHealth,IVS_I,486,0.34600000000000003,8.67
19,RiskyDriverHealth,AEVW,1258,0.379,5.277
19,RiskyDriverHealth,ERP_I,942,0.069,57.971
20,TrafficCongestion,TJAW_I,126,1.7819999999999998,2.244
20,TrafficCongestion,ISA_E,269,0.48,8.333
20,TrafficCongestion,RSS_E,769,0.233,17.167
20,TrafficCongestion,IVS_I,380,0.597,8.375
20,TrafficCongestion,ERP_I,160,0.7859999999999999,2.544
20,RiskyRoad,RWW,548,0.69,14.492
20,RiskyRoad,ISA_I,623,0.494,20.242
20,RiskyRoad,RSS_I,197,0.34,11.764
20,RiskyRoad,NAAS_I,280,2.13,1.877
20,RiskyRoad,IVS_I,415,0.197,15.228
20,RiskyRoad,ERP_I,521,1.105,9.954
20,RiskyVehicleSpeed,ISA_I,73,0.132,136.363
20,RiskyVehicleSpeed,NAAS_E,1339,0.42,11.904000000000002
20,RiskyVehicleSpeed,ERP_E,128,0.412,9.708
20,RiskyVehicleSpeed,IVS_V,79,0.248,12.095999999999998
21,RiskyRoad,RWW,96,0.039,76.923
21,RiskyRoad,ISA_I,1246,0.159,12.578
21,RiskyRoad,RSS_I,556,0.928,7.542999999999998
21,RiskyRoad,NAAS_I,1081,0.052000000000000005,96.153
21,RiskyRoad,IVS_I,787,0.071,84.507
21,RiskyRoad,ERP_I,1144,0.081,49.382
21,RiskyVehicleState,ISA_I,666,0.159,18.867
21,RiskyVehicleState,NAAS_I,1302,0.448,8.927999999999997
21,RiskyVehicleState,GSS_V,37,0.378,10.582
21,RiskyVehicleState,RSS_V,1346,0.166,12.048
21,RiskyVehicleState,IVS_I,132,1.073,4.659
21,RiskyVehicleState,RSS_I,234,0.253,31.62
21,RiskyVehicleState,IVS_I,132,1.073,4.659
21,,TSS_V,611,0.363,8.264
21,,GSSS,995,0.172,46.511
21,RiskyDriverHealth,ISA_I,1246,0.159,12.578
21,RiskyDriverHealth,NAAS_I,1298,0.27,11.111
21,RiskyDriverHealth,ERS,94,0.018000000000000002,333.333
21,RiskyDriverHealth,RSS_V,734,0.202,39.603
21,RiskyDriverHealth,IVS_V,500,0.464,6.465
21,RiskyDriverHealth,IVS_I,1204,0.075,40.0
21,RiskyDriverHealth,AEVW,1044,0.062,32.258
21,RiskyDriverHealth,ERP_I,1244,0.257,15.564
22,TrafficCongestion,TJAW_I,1292,0.274,10.948
22,TrafficCongestion,ISA_E,171,0.4,5.0
22,TrafficCongestion,RSS_E,962,0.036000000000000004,111.111
22,TrafficCongestion,IVS_I,462,6.8039999999999985,0.44
22,TrafficCongestion,ERP_I,885,0.038,105.263
22,RiskyRoad,RWW,784,0.146,41.095
22,RiskyRoad,ISA_I,901,0.035,85.714
22,RiskyRoad,RSS_I,48,0.384,26.041
22,RiskyRoad,NAAS_I,832,0.246,12.195
22,RiskyRoad,IVS_I,1253,0.147,27.21
22,RiskyRoad,ERP_I,1144,0.081,49.382
22,RiskyDriverExperience,ISA_I,884,0.035,85.714
22,RiskyDriverExperience,NAAS_I,950,0.036000000000000004,83.333
22,RiskyDriverExperience,IVS_I,1016,0.048,62.5
22,RiskyDriverExperience,RSS_V,997,0.154,12.987
22,RiskyDriverExperience,IVS_V,473,0.281,99.644
23,TrafficCongestion,TJAW_I,590,0.313,12.779000000000002
23,TrafficCongestion,ISA_E,868,0.337,554.896
23,TrafficCongestion,RSS_E,916,0.036000000000000004,83.333
23,TrafficCongestion,IVS_I,377,0.222,18.018
23,TrafficCongestion,ERP_I,1221,0.8109999999999999,4.932
23,RiskyVehicleState,ISA_I,97,0.24,12.5
23,RiskyVehicleState,NAAS_I,70,0.094,31.914
23,RiskyVehicleState,GSS_V,1071,0.195,15.384
23,RiskyVehicleState,RSS_V,169,1.281,5.464
23,RiskyVehicleState,IVS_I,858,0.042,71.428
23,RiskyVehicleState,RSS_I,626,0.86,20.93
23,RiskyVehicleState,IVS_I,858,0.042,71.428
23,RiskyDriverExperience,ISA_I,1263,0.076,26.315
23,RiskyDriverExperience,NAAS_I,1054,0.179,11.173
23,RiskyDriverExperience,IVS_I,460,0.448,4.464
23,RiskyDriverExperience,RSS_V,82,0.094,31.914
23,RiskyDriverExperience,IVS_V,573,0.412,7.2810000000000015
24,BadWeather,WWS,1268,0.119,75.63
24,BadWeather,ISA_E,1224,0.09,44.444
24,BadWeather,RSS_E,808,0.003,666.666
24,BadWeather,NAAS_E,1339,0.207,24.154
24,BadWeather,ERP_E,507,0.313,9.584
24,BadWeather,IVS_V,310,0.473,4.228
24,,GSS_I,919,0.036000000000000004,111.111
24,RiskyVehicleState,ISA_I,464,0.021,142.857
24,RiskyVehicleState,NAAS_I,956,0.036000000000000004,111.111
24,RiskyVehicleState,GSS_V,26,0.56,5.357
24,RiskyVehicleState,RSS_V,329,0.195,25.641
24,RiskyVehicleState,IVS_I,1234,0.246,8.13
24,RiskyVehicleState,RSS_I,234,0.25,32.0
24,RiskyVehicleState,IVS_I,1234,0.246,8.13
24,,GSSS,977,0.035,85.714
24,RiskyDriverHealth,ISA_I,181,4.263,159.746
24,RiskyDriverHealth,NAAS_I,347,0.195,25.641
24,RiskyDriverHealth,ERS,968,0.035,114.285
24,RiskyDriverHealth,RSS_V,471,0.385,5.194
24,RiskyDriverHealth,IVS_V,1209,0.102,19.607
24,RiskyDriverHealth,IVS_I,1303,0.313,15.974
24,RiskyDriverHealth,AEVW,726,0.276,10.869000000000002
24,RiskyDriverHealth,ERP_I,368,0.195,25.641
25,BadWeather,WWS,370,0.128,39.062
25,BadWeather,ISA_E,739,0.091,87.912
25,BadWeather,RSS_E,769,0.243,16.46
25,BadWeather,NAAS_E,1280,0.126,55.555
25,BadWeather,ERP_E,601,0.251,7.968
25,BadWeather,IVS_V,642,0.212,14.15
25,,GSS_I,927,0.098,40.816
25,RiskyDriverHealth,ISA_I,605,0.967,2.068
25,RiskyDriverHealth,NAAS_I,70,0.244,12.295
25,RiskyDriverHealth,ERS,733,0.126,63.492
25,RiskyDriverHealth,RSS_V,323,0.127,39.37
25,RiskyDriverHealth,IVS_V,1329,0.07200000000000001,55.555
25,RiskyDriverHealth,IVS_I,673,0.084,35.714
25,RiskyDriverHealth,AEVW,1040,0.254,11.811
25,RiskyDriverHealth,ERP_I,691,0.031,96.774
26,BadWeather,WWS,1030,0.279,10.752
26,BadWeather,ISA_E,1194,0.219,13.698
26,BadWeather,RSS_E,1293,0.15,20.0
26,BadWeather,NAAS_E,773,0.243,16.46
26,BadWeather,ERP_E,259,0.189,21.164
26,BadWeather,IVS_V,250,0.008,375.0
26,RiskyVehicleSpeed,ISA_I,97,0.196,15.306
26,RiskyVehicleSpeed,NAAS_E,559,0.146,20.547
26,RiskyVehicleSpeed,ERP_E,259,0.189,21.164
26,RiskyVehicleSpeed,IVS_V,345,0.129,62.015
26,RiskyDriverExperience,ISA_I,445,0.387,12.919
26,RiskyDriverExperience,NAAS_I,1146,0.103,29.126
26,RiskyDriverExperience,IVS_I,1234,0.04,50.0
26,RiskyDriverExperience,RSS_V,1346,0.016,125.0
26,RiskyDriverExperience,IVS_V,1036,0.482,4.149
27,TrafficCongestion,TJAW_I,1038,0.047,85.10600000000002
27,TrafficCongestion,ISA_E,453,0.257,11.673
27,TrafficCongestion,RSS_E,808,0.094,21.276
27,TrafficCongestion,IVS_I,896,0.194,20.618
27,TrafficCongestion,ERP_I,1229,0.203,9.852
27,RiskyRoad,RWW,1043,0.114,17.543
27,RiskyRoad,ISA_I,821,0.083,24.096
27,RiskyRoad,RSS_I,202,0.486,8.23
27,RiskyRoad,NAAS_I,1146,0.14300000000000002,20.979
27,RiskyRoad,IVS_I,793,0.084,47.619
27,RiskyRoad,ERP_I,229,0.273,7.326
